edad,educacion,nivel_educacional,estado_civil,raza,sexo,nativo,horas_semanal,salario
22,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
23,HS-grad,9,Soltero,Blanco,Male,Otro,40,<=50K
69,11th,7,Casado,Blanco,Male,United-States,20,<=50K
56,7th-8th,4,Casado,Blanco,Male,United-States,40,<=50K
53,Bachelors,13,Casado,Negro,Male,United-States,35,<=50K
28,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
28,Bachelors,13,Casado,Negro,Male,United-States,40,<=50K
33,HS-grad,9,Casado,Otro,Male,Otro,84,>50K
48,HS-grad,9,Divorsiado,Blanco,Female,United-States,30,<=50K
61,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
49,Bachelors,13,Casado,Blanco,Male,United-States,45,<=50K
48,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
32,7th-8th,4,Casado,Blanco,Male,United-States,40,<=50K
51,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
27,Bachelors,13,Soltero,Blanco,Male,United-States,40,<=50K
19,Some-college,10,Soltero,Blanco,Male,United-States,14,<=50K
47,HS-grad,9,Casado,Blanco,Male,United-States,50,<=50K
25,Bachelors,13,Soltero,Blanco,Male,United-States,60,<=50K
72,Some-college,10,Casado,Negro,Male,United-States,40,<=50K
29,11th,7,Divorsiado,Blanco,Male,United-States,40,<=50K
22,HS-grad,9,Soltero,Blanco,Female,United-States,40,<=50K
57,HS-grad,9,Casado,Negro,Male,Otro,48,<=50K
50,Assoc-acdm,12,Casado,Blanco,Male,Otro,60,<=50K
45,Some-college,10,Casado,Blanco,Male,United-States,30,<=50K
52,Some-college,10,Divorsiado,Blanco,Male,United-States,40,>50K
53,Masters,14,Casado,Blanco,Male,United-States,48,>50K
36,HS-grad,9,Casado,Blanco,Male,United-States,48,<=50K
46,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
20,HS-grad,9,Soltero,Blanco,Female,United-States,20,<=50K
75,5th-6th,3,Viudo,Negro,Male,United-States,10,<=50K
32,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
28,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
53,Masters,14,Divorsiado,Blanco,Female,United-States,40,<=50K
17,11th,7,Soltero,Blanco,Female,United-States,35,<=50K
46,Assoc-voc,11,Divorsiado,Blanco,Female,United-States,38,<=50K
39,Assoc-acdm,12,Casado,Blanco,Female,United-States,30,<=50K
38,Some-college,10,Divorsiado,Blanco,Male,United-States,40,<=50K
36,HS-grad,9,Casado,Blanco,Male,United-States,60,<=50K
63,Bachelors,13,Soltero,Negro,Female,United-States,21,<=50K
28,1st-4th,2,Casado,Blanco,Male,Otro,43,<=50K
28,Bachelors,13,Soltero,Blanco,Male,United-States,45,<=50K
49,HS-grad,9,Soltero,Blanco,Female,United-States,35,<=50K
43,Some-college,10,Casado,Blanco,Male,Otro,40,<=50K
38,Bachelors,13,Casado,Blanco,Male,United-States,45,>50K
39,HS-grad,9,Soltero,Blanco,Male,Otro,62,<=50K
42,HS-grad,9,Divorsiado,Negro,Female,United-States,40,<=50K
40,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
45,HS-grad,9,Casado,Blanco,Female,United-States,10,<=50K
29,HS-grad,9,Divorsiado,Blanco,Female,United-States,40,<=50K
24,Bachelors,13,Soltero,Blanco,Male,United-States,45,<=50K
30,Some-college,10,Casado,Blanco,Male,United-States,50,>50K
44,Some-college,10,Casado,Negro,Male,United-States,40,<=50K
40,HS-grad,9,Casado,Blanco,Male,United-States,24,<=50K
30,HS-grad,9,Soltero,Blanco,Female,Otro,35,<=50K
42,Masters,14,Divorsiado,Blanco,Female,United-States,40,<=50K
52,Assoc-voc,11,Divorsiado,Blanco,Female,United-States,35,<=50K
42,Some-college,10,Casado,Negro,Male,United-States,40,>50K
39,Some-college,10,Casado,Blanco,Male,United-States,52,>50K
43,Some-college,10,Divorsiado,Blanco,Male,United-States,45,<=50K
62,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
30,Assoc-voc,11,Casado,Blanco,Male,Otro,40,<=50K
83,HS-grad,9,Viudo,Blanco,Female,United-States,20,<=50K
39,Bachelors,13,Casado,Blanco,Male,United-States,55,>50K
41,HS-grad,9,Casado,Blanco,Female,United-States,20,<=50K
49,Masters,14,Casado,Blanco,Female,United-States,40,>50K
25,11th,7,Casado,Blanco,Male,United-States,40,<=50K
48,11th,7,Casado,Blanco,Male,United-States,40,<=50K
59,Assoc-acdm,12,Divorsiado,Blanco,Male,United-States,8,<=50K
44,Bachelors,13,Soltero,Blanco,Male,United-States,40,<=50K
36,9th,5,Divorsiado,Blanco,Male,United-States,56,<=50K
40,HS-grad,9,Soltero,Blanco,Male,Otro,40,<=50K
21,HS-grad,9,Soltero,Negro,Female,Otro,35,<=50K
41,Some-college,10,Casado,Blanco,Female,United-States,38,<=50K
24,Bachelors,13,Soltero,Blanco,Female,United-States,50,<=50K
67,HS-grad,9,Casado,Blanco,Male,United-States,60,<=50K
24,Bachelors,13,Soltero,Blanco,Male,United-States,38,<=50K
50,Bachelors,13,Casado,Blanco,Male,United-States,60,<=50K
48,Masters,14,Divorsiado,Blanco,Male,United-States,35,<=50K
55,Assoc-acdm,12,Casado,Negro,Male,United-States,20,>50K
29,HS-grad,9,Soltero,Blanco,Male,Otro,40,<=50K
50,Bachelors,13,Divorsiado,Blanco,Female,Otro,36,<=50K
64,10th,6,Casado,Blanco,Male,United-States,40,>50K
49,9th,5,Divorsiado,Negro,Male,United-States,37,<=50K
20,HS-grad,9,Soltero,Negro,Male,United-States,52,<=50K
30,HS-grad,9,Casado,Blanco,Female,United-States,40,<=50K
37,Bachelors,13,Casado,Otro,Male,Otro,30,<=50K
52,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
22,Some-college,10,Soltero,Blanco,Male,United-States,25,<=50K
77,HS-grad,9,Viudo,Blanco,Female,United-States,14,<=50K
19,Some-college,10,Soltero,Blanco,Male,United-States,15,<=50K
52,HS-grad,9,Divorsiado,Blanco,Male,United-States,55,>50K
42,Bachelors,13,Casado,Otro,Female,United-States,40,<=50K
35,HS-grad,9,Casado,Blanco,Female,United-States,36,<=50K
27,Some-college,10,Soltero,Blanco,Female,United-States,50,<=50K
54,HS-grad,9,Soltero,Negro,Female,United-States,38,<=50K
37,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
37,10th,6,Casado,Blanco,Male,United-States,35,<=50K
28,7th-8th,4,Casado,Blanco,Male,United-States,30,<=50K
63,Bachelors,13,Casado,Blanco,Male,United-States,40,<=50K
19,HS-grad,9,Soltero,Blanco,Male,United-States,42,<=50K
28,Bachelors,13,Soltero,Blanco,Female,United-States,40,<=50K
23,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
44,Prof-school,15,Soltero,Blanco,Female,United-States,40,>50K
31,Some-college,10,Casado,Blanco,Male,United-States,40,>50K
35,Bachelors,13,Soltero,Otro,Male,Otro,50,>50K
64,HS-grad,9,Divorsiado,Blanco,Female,United-States,50,<=50K
40,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
59,Assoc-acdm,12,Divorsiado,Blanco,Female,United-States,50,<=50K
22,Some-college,10,Soltero,Blanco,Female,United-States,40,<=50K
40,Some-college,10,Soltero,Blanco,Female,United-States,44,<=50K
35,7th-8th,4,Casado,Blanco,Male,Otro,40,<=50K
20,Some-college,10,Soltero,Blanco,Female,United-States,15,<=50K
35,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
28,Some-college,10,Casado,Blanco,Male,United-States,48,<=50K
28,HS-grad,9,Divorsiado,Blanco,Male,United-States,40,<=50K
37,Some-college,10,Casado,Blanco,Male,United-States,20,<=50K
72,Doctorate,16,Casado,Blanco,Male,United-States,6,>50K
25,Assoc-acdm,12,Soltero,Blanco,Male,United-States,60,<=50K
37,HS-grad,9,Divorsiado,Blanco,Female,United-States,40,<=50K
19,Some-college,10,Soltero,Blanco,Female,United-States,45,<=50K
31,Assoc-voc,11,Divorsiado,Blanco,Female,United-States,38,<=50K
41,HS-grad,9,Soltero,Blanco,Female,United-States,40,<=50K
31,10th,6,Casado,Blanco,Male,United-States,40,>50K
44,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
20,Some-college,10,Soltero,Negro,Male,United-States,47,<=50K
57,Some-college,10,Casado,Blanco,Male,United-States,50,<=50K
26,HS-grad,9,Divorsiado,Blanco,Female,United-States,12,<=50K
44,HS-grad,9,Casado,Blanco,Male,Otro,60,<=50K
29,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
36,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
40,Assoc-voc,11,Casado,Blanco,Male,United-States,40,>50K
21,Assoc-acdm,12,Soltero,Negro,Male,Otro,35,<=50K
21,Some-college,10,Soltero,Blanco,Male,United-States,70,<=50K
34,Prof-school,15,Casado,Blanco,Male,United-States,48,>50K
24,Bachelors,13,Soltero,Blanco,Female,United-States,15,<=50K
28,10th,6,Divorsiado,Blanco,Female,United-States,40,<=50K
35,HS-grad,9,Casado,Blanco,Male,United-States,50,<=50K
35,HS-grad,9,Divorsiado,Blanco,Male,United-States,40,<=50K
38,Bachelors,13,Soltero,Blanco,Female,United-States,40,<=50K
44,HS-grad,9,Divorsiado,Negro,Female,United-States,40,<=50K
39,Bachelors,13,Casado,Blanco,Female,Otro,40,>50K
57,HS-grad,9,Divorsiado,Blanco,Female,United-States,40,<=50K
19,Some-college,10,Soltero,Blanco,Female,United-States,40,<=50K
29,Assoc-voc,11,Casado,Blanco,Male,United-States,48,<=50K
23,HS-grad,9,Soltero,Negro,Male,United-States,40,<=50K
50,HS-grad,9,Viudo,Blanco,Female,United-States,40,<=50K
51,Some-college,10,Casado,Blanco,Male,United-States,20,<=50K
28,Assoc-voc,11,Divorsiado,Otro,Male,United-States,40,<=50K
44,Bachelors,13,Casado,Blanco,Male,United-States,60,<=50K
29,Bachelors,13,Soltero,Negro,Male,United-States,40,<=50K
31,HS-grad,9,Divorsiado,Blanco,Male,United-States,45,<=50K
27,Bachelors,13,Casado,Blanco,Male,United-States,45,>50K
34,Bachelors,13,Casado,Blanco,Male,United-States,45,<=50K
50,Prof-school,15,Casado,Otro,Male,Otro,50,>50K
27,Some-college,10,Casado,Blanco,Male,United-States,40,>50K
31,Assoc-voc,11,Soltero,Negro,Female,United-States,40,<=50K
46,Assoc-acdm,12,Casado,Blanco,Male,United-States,40,>50K
39,Some-college,10,Soltero,Otro,Female,United-States,40,<=50K
40,Bachelors,13,Casado,Blanco,Male,United-States,55,>50K
28,11th,7,Divorsiado,Blanco,Male,United-States,40,<=50K
18,HS-grad,9,Soltero,Blanco,Female,United-States,40,<=50K
51,HS-grad,9,Divorsiado,Blanco,Female,United-States,40,<=50K
58,HS-grad,9,Divorsiado,Blanco,Male,United-States,50,<=50K
66,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
36,HS-grad,9,Casado,Otro,Female,Otro,20,<=50K
38,11th,7,Divorsiado,Blanco,Female,United-States,60,<=50K
25,Assoc-acdm,12,Soltero,Blanco,Male,United-States,40,<=50K
25,HS-grad,9,Soltero,Blanco,Female,United-States,22,<=50K
90,11th,7,Soltero,Blanco,Male,United-States,40,<=50K
41,Some-college,10,Divorsiado,Blanco,Female,United-States,40,<=50K
34,HS-grad,9,Soltero,Negro,Female,United-States,40,<=50K
33,Bachelors,13,Divorsiado,Blanco,Female,Otro,40,<=50K
33,HS-grad,9,Soltero,Blanco,Female,United-States,40,<=50K
35,Bachelors,13,Casado,Blanco,Male,United-States,45,>50K
39,HS-grad,9,Soltero,Negro,Female,United-States,20,<=50K
59,HS-grad,9,Casado,Blanco,Male,United-States,60,<=50K
19,Some-college,10,Soltero,Blanco,Male,United-States,16,<=50K
39,HS-grad,9,Casado,Blanco,Male,United-States,38,<=50K
19,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
27,HS-grad,9,Soltero,Blanco,Female,United-States,40,<=50K
52,7th-8th,4,Casado,Blanco,Male,United-States,40,<=50K
59,HS-grad,9,Divorsiado,Blanco,Female,United-States,24,<=50K
28,Some-college,10,Divorsiado,Blanco,Female,United-States,40,<=50K
37,HS-grad,9,Divorsiado,Blanco,Female,Otro,50,<=50K
50,10th,6,Casado,Blanco,Male,United-States,99,<=50K
36,Bachelors,13,Casado,Blanco,Male,United-States,50,>50K
34,Bachelors,13,Casado,Blanco,Male,United-States,60,>50K
23,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
19,11th,7,Soltero,Blanco,Female,United-States,30,<=50K
33,HS-grad,9,Divorsiado,Blanco,Male,United-States,84,<=50K
27,Masters,14,Soltero,Blanco,Male,United-States,52,<=50K
31,Masters,14,Casado,Blanco,Male,United-States,40,<=50K
21,10th,6,Casado,Blanco,Male,United-States,36,<=50K
31,HS-grad,9,Casado,Blanco,Male,United-States,54,<=50K
59,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
40,Masters,14,Casado,Blanco,Male,United-States,48,>50K
19,11th,7,Soltero,Blanco,Male,United-States,40,<=50K
47,HS-grad,9,Casado,Blanco,Male,United-States,50,<=50K
34,Bachelors,13,Soltero,Blanco,Male,United-States,40,<=50K
57,HS-grad,9,Casado,Blanco,Male,United-States,78,<=50K
51,9th,5,Casado,Negro,Male,United-States,40,<=50K
21,Some-college,10,Soltero,Blanco,Male,United-States,20,<=50K
30,Some-college,10,Casado,Blanco,Male,United-States,50,<=50K
46,Some-college,10,Divorsiado,Blanco,Male,United-States,45,<=50K
40,Bachelors,13,Soltero,Blanco,Female,United-States,45,<=50K
52,Preschool,1,Casado,Blanco,Male,Otro,40,<=50K
23,Bachelors,13,Soltero,Otro,Male,Otro,50,<=50K
90,Bachelors,13,Viudo,Blanco,Female,United-States,10,<=50K
25,HS-grad,9,Soltero,Blanco,Female,United-States,50,<=50K
43,Some-college,10,Divorsiado,Blanco,Male,United-States,45,<=50K
38,Some-college,10,Divorsiado,Otro,Female,United-States,40,>50K
22,Assoc-voc,11,Soltero,Blanco,Female,United-States,30,<=50K
33,Bachelors,13,Soltero,Blanco,Female,United-States,40,<=50K
34,Some-college,10,Casado,Blanco,Male,United-States,40,>50K
65,Assoc-voc,11,Casado,Blanco,Male,United-States,20,<=50K
50,HS-grad,9,Soltero,Blanco,Male,United-States,15,<=50K
29,Bachelors,13,Soltero,Blanco,Male,United-States,48,<=50K
25,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
54,Some-college,10,Divorsiado,Blanco,Female,United-States,40,<=50K
49,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
44,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
24,9th,5,Divorsiado,Blanco,Female,United-States,40,<=50K
25,Bachelors,13,Soltero,Blanco,Male,United-States,38,<=50K
65,HS-grad,9,Casado,Blanco,Male,United-States,20,<=50K
56,HS-grad,9,Casado,Negro,Male,United-States,45,<=50K
39,Prof-school,15,Casado,Blanco,Male,United-States,60,>50K
23,Bachelors,13,Soltero,Blanco,Female,United-States,40,<=50K
20,Some-college,10,Soltero,Blanco,Female,United-States,20,<=50K
24,5th-6th,3,Soltero,Blanco,Male,Otro,40,<=50K
41,Some-college,10,Casado,Blanco,Male,United-States,50,>50K
40,Some-college,10,Casado,Blanco,Male,United-States,50,<=50K
55,HS-grad,9,Casado,Blanco,Male,United-States,50,>50K
38,HS-grad,9,Divorsiado,Blanco,Female,United-States,48,<=50K
23,HS-grad,9,Soltero,Negro,Female,United-States,40,<=50K
44,Bachelors,13,Casado,Blanco,Male,United-States,50,<=50K
45,Some-college,10,Casado,Blanco,Male,United-States,40,>50K
20,Some-college,10,Soltero,Blanco,Female,Otro,12,<=50K
29,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
43,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
30,12th,8,Divorsiado,Blanco,Male,United-States,40,<=50K
28,Some-college,10,Soltero,Blanco,Female,United-States,38,<=50K
31,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
52,HS-grad,9,Divorsiado,Blanco,Female,United-States,40,<=50K
36,Bachelors,13,Casado,Blanco,Female,Otro,50,>50K
38,HS-grad,9,Casado,Blanco,Male,United-States,45,<=50K
66,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
63,Assoc-voc,11,Casado,Blanco,Male,United-States,40,<=50K
21,Some-college,10,Soltero,Blanco,Male,United-States,35,<=50K
33,HS-grad,9,Divorsiado,Blanco,Male,United-States,40,<=50K
46,Some-college,10,Divorsiado,Blanco,Female,United-States,50,<=50K
20,Some-college,10,Soltero,Blanco,Male,United-States,20,<=50K
47,Bachelors,13,Soltero,Blanco,Male,United-States,60,<=50K
33,Doctorate,16,Casado,Blanco,Male,United-States,55,>50K
66,7th-8th,4,Soltero,Negro,Male,United-States,30,<=50K
20,Some-college,10,Soltero,Blanco,Female,Otro,30,<=50K
28,HS-grad,9,Divorsiado,Blanco,Male,United-States,40,<=50K
46,HS-grad,9,Divorsiado,Blanco,Female,Otro,28,<=50K
25,Some-college,10,Casado,Negro,Male,United-States,45,<=50K
37,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
31,9th,5,Casado,Blanco,Male,United-States,60,<=50K
49,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
22,Some-college,10,Casado,Blanco,Male,United-States,20,<=50K
52,Assoc-voc,11,Casado,Blanco,Female,United-States,20,>50K
29,Assoc-acdm,12,Casado,Blanco,Female,United-States,50,<=50K
18,11th,7,Soltero,Blanco,Female,United-States,20,<=50K
31,Some-college,10,Casado,Blanco,Male,United-States,35,<=50K
23,Some-college,10,Soltero,Otro,Female,Otro,35,<=50K
27,Assoc-voc,11,Casado,Otro,Female,United-States,40,>50K
54,10th,6,Casado,Blanco,Male,United-States,65,<=50K
50,HS-grad,9,Divorsiado,Blanco,Female,Otro,49,<=50K
46,Masters,14,Casado,Blanco,Male,Otro,40,>50K
24,Bachelors,13,Soltero,Blanco,Female,United-States,40,<=50K
17,11th,7,Soltero,Blanco,Female,United-States,18,<=50K
49,HS-grad,9,Casado,Blanco,Male,United-States,45,<=50K
54,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
41,Bachelors,13,Casado,Blanco,Male,United-States,60,>50K
49,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
36,Bachelors,13,Soltero,Blanco,Female,United-States,35,<=50K
23,HS-grad,9,Soltero,Negro,Male,Otro,40,<=50K
63,Some-college,10,Viudo,Blanco,Female,United-States,40,<=50K
67,HS-grad,9,Casado,Blanco,Male,Otro,40,>50K
23,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
22,Bachelors,13,Soltero,Blanco,Male,United-States,40,<=50K
66,Assoc-voc,11,Casado,Blanco,Male,United-States,30,<=50K
25,11th,7,Casado,Blanco,Male,United-States,50,<=50K
30,Some-college,10,Divorsiado,Blanco,Female,United-States,20,<=50K
35,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
67,7th-8th,4,Casado,Blanco,Male,United-States,40,<=50K
30,12th,8,Soltero,Negro,Male,United-States,40,<=50K
26,Some-college,10,Soltero,Negro,Female,United-States,38,<=50K
34,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
21,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
18,12th,8,Soltero,Blanco,Male,United-States,10,<=50K
21,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
76,9th,5,Casado,Blanco,Male,United-States,40,<=50K
51,Some-college,10,Casado,Otro,Male,Otro,70,<=50K
26,HS-grad,9,Casado,Blanco,Female,United-States,56,<=50K
18,12th,8,Soltero,Blanco,Female,United-States,25,<=50K
18,11th,7,Soltero,Blanco,Male,United-States,40,<=50K
34,Assoc-voc,11,Casado,Blanco,Male,United-States,50,<=50K
59,HS-grad,9,Divorsiado,Blanco,Female,United-States,40,<=50K
55,Bachelors,13,Casado,Blanco,Male,United-States,45,>50K
33,Some-college,10,Soltero,Blanco,Male,United-States,72,<=50K
25,HS-grad,9,Soltero,Blanco,Female,United-States,10,<=50K
48,HS-grad,9,Viudo,Blanco,Female,United-States,10,<=50K
64,Bachelors,13,Divorsiado,Blanco,Female,United-States,5,<=50K
47,Masters,14,Soltero,Blanco,Female,United-States,45,>50K
26,Some-college,10,Soltero,Blanco,Female,United-States,40,<=50K
36,Assoc-acdm,12,Casado,Blanco,Male,United-States,48,>50K
21,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
54,7th-8th,4,Soltero,Blanco,Female,United-States,25,<=50K
30,HS-grad,9,Soltero,Blanco,Male,United-States,44,<=50K
41,HS-grad,9,Divorsiado,Blanco,Male,United-States,40,<=50K
53,Masters,14,Soltero,Blanco,Female,United-States,35,>50K
34,Some-college,10,Soltero,Negro,Male,United-States,30,<=50K
20,Some-college,10,Soltero,Blanco,Female,United-States,35,<=50K
24,10th,6,Soltero,Blanco,Male,Otro,49,<=50K
26,Bachelors,13,Soltero,Blanco,Female,United-States,20,<=50K
25,HS-grad,9,Soltero,Blanco,Female,United-States,48,<=50K
35,Some-college,10,Divorsiado,Blanco,Female,United-States,36,<=50K
41,Some-college,10,Divorsiado,Blanco,Male,United-States,40,>50K
33,11th,7,Soltero,Blanco,Male,United-States,40,<=50K
18,Some-college,10,Soltero,Blanco,Female,United-States,25,<=50K
27,HS-grad,9,Casado,Blanco,Male,United-States,38,<=50K
32,HS-grad,9,Divorsiado,Blanco,Female,United-States,35,<=50K
51,HS-grad,9,Soltero,Negro,Male,United-States,40,<=50K
38,Assoc-voc,11,Divorsiado,Negro,Female,United-States,40,<=50K
41,Some-college,10,Casado,Blanco,Female,United-States,25,<=50K
26,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
38,Assoc-voc,11,Divorsiado,Blanco,Male,United-States,35,<=50K
54,9th,5,Casado,Blanco,Male,United-States,45,>50K
30,Bachelors,13,Soltero,Blanco,Female,Otro,60,<=50K
31,Some-college,10,Viudo,Blanco,Female,United-States,30,<=50K
26,Bachelors,13,Soltero,Blanco,Male,United-States,40,<=50K
75,Doctorate,16,Casado,Blanco,Male,United-States,3,<=50K
29,Masters,14,Soltero,Negro,Male,United-States,40,<=50K
61,HS-grad,9,Casado,Blanco,Male,United-States,50,>50K
24,Some-college,10,Casado,Blanco,Female,United-States,45,<=50K
22,12th,8,Soltero,Blanco,Male,United-States,30,<=50K
34,Assoc-acdm,12,Soltero,Blanco,Male,United-States,40,<=50K
42,Some-college,10,Divorsiado,Blanco,Male,United-States,40,<=50K
24,11th,7,Soltero,Blanco,Male,United-States,40,<=50K
42,Assoc-acdm,12,Casado,Blanco,Male,Otro,40,<=50K
27,HS-grad,9,Soltero,Negro,Male,United-States,40,<=50K
39,Bachelors,13,Casado,Blanco,Female,United-States,50,>50K
20,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
51,11th,7,Soltero,Negro,Female,United-States,40,<=50K
68,Bachelors,13,Casado,Blanco,Male,United-States,30,<=50K
28,HS-grad,9,Soltero,Blanco,Male,United-States,48,<=50K
43,HS-grad,9,Divorsiado,Blanco,Female,United-States,40,<=50K
35,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
44,HS-grad,9,Divorsiado,Negro,Female,United-States,40,<=50K
41,Bachelors,13,Soltero,Blanco,Male,United-States,40,<=50K
44,HS-grad,9,Casado,Blanco,Male,United-States,45,>50K
20,HS-grad,9,Casado,Blanco,Female,United-States,40,<=50K
46,HS-grad,9,Casado,Blanco,Male,United-States,75,>50K
27,Assoc-acdm,12,Casado,Blanco,Male,United-States,70,>50K
32,Some-college,10,Soltero,Blanco,Male,United-States,50,<=50K
46,Some-college,10,Divorsiado,Blanco,Male,United-States,50,<=50K
26,HS-grad,9,Soltero,Blanco,Male,United-States,24,<=50K
20,Some-college,10,Soltero,Otro,Female,Otro,40,<=50K
36,HS-grad,9,Casado,Blanco,Female,United-States,40,<=50K
49,Bachelors,13,Casado,Blanco,Male,United-States,40,>50K
32,HS-grad,9,Casado,Blanco,Male,United-States,55,>50K
32,Bachelors,13,Casado,Blanco,Male,United-States,50,>50K
49,Bachelors,13,Casado,Blanco,Male,United-States,40,>50K
36,HS-grad,9,Soltero,Blanco,Male,United-States,45,<=50K
22,Some-college,10,Soltero,Blanco,Male,United-States,25,<=50K
52,HS-grad,9,Divorsiado,Blanco,Female,United-States,40,<=50K
42,HS-grad,9,Casado,Blanco,Male,United-States,50,>50K
22,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
72,HS-grad,9,Viudo,Blanco,Female,United-States,16,<=50K
30,Bachelors,13,Casado,Blanco,Female,United-States,40,<=50K
44,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
23,Bachelors,13,Soltero,Blanco,Female,United-States,45,<=50K
22,Some-college,10,Soltero,Blanco,Male,United-States,20,<=50K
59,Bachelors,13,Casado,Blanco,Male,United-States,60,<=50K
46,HS-grad,9,Divorsiado,Blanco,Female,United-States,40,<=50K
30,Assoc-voc,11,Casado,Blanco,Male,Otro,40,<=50K
64,7th-8th,4,Viudo,Blanco,Female,Otro,30,<=50K
31,Some-college,10,Casado,Negro,Female,United-States,40,<=50K
64,HS-grad,9,Casado,Blanco,Male,United-States,20,<=50K
45,HS-grad,9,Soltero,Blanco,Female,United-States,40,<=50K
59,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
32,HS-grad,9,Soltero,Negro,Female,Otro,40,<=50K
43,Bachelors,13,Casado,Otro,Male,United-States,40,<=50K
66,10th,6,Divorsiado,Blanco,Female,United-States,20,<=50K
23,Some-college,10,Soltero,Blanco,Male,United-States,45,<=50K
49,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
32,12th,8,Casado,Blanco,Male,Otro,40,<=50K
49,Assoc-voc,11,Soltero,Blanco,Female,United-States,40,<=50K
33,Some-college,10,Divorsiado,Blanco,Male,United-States,40,<=50K
28,Prof-school,15,Soltero,Blanco,Female,United-States,85,<=50K
47,HS-grad,9,Casado,Negro,Male,United-States,40,<=50K
41,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
34,Masters,14,Casado,Blanco,Male,United-States,40,>50K
25,HS-grad,9,Soltero,Blanco,Female,United-States,35,<=50K
20,Some-college,10,Soltero,Blanco,Female,United-States,40,<=50K
21,Some-college,10,Soltero,Blanco,Female,United-States,15,<=50K
25,HS-grad,9,Soltero,Blanco,Male,Otro,30,<=50K
46,9th,5,Casado,Blanco,Male,United-States,40,<=50K
37,1st-4th,2,Casado,Otro,Male,Otro,40,<=50K
41,Some-college,10,Casado,Blanco,Male,United-States,56,>50K
44,HS-grad,9,Soltero,Blanco,Male,United-States,50,<=50K
30,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
54,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
35,HS-grad,9,Casado,Blanco,Male,United-States,99,<=50K
58,HS-grad,9,Viudo,Blanco,Female,United-States,12,<=50K
21,Some-college,10,Soltero,Blanco,Female,Otro,25,<=50K
35,Masters,14,Casado,Blanco,Male,United-States,40,>50K
35,Prof-school,15,Casado,Blanco,Male,United-States,80,>50K
19,Some-college,10,Soltero,Blanco,Male,United-States,20,<=50K
48,HS-grad,9,Divorsiado,Blanco,Female,United-States,40,<=50K
56,Some-college,10,Casado,Blanco,Male,Otro,40,<=50K
65,Some-college,10,Viudo,Blanco,Female,United-States,35,<=50K
40,Bachelors,13,Casado,Negro,Male,United-States,35,<=50K
26,HS-grad,9,Soltero,Blanco,Female,United-States,40,<=50K
45,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
26,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
32,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
